"slug","faqJson"
"is-the-option-fee-refundable-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""Is the option fee refundable in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The option fee is not refundable. If the buyer terminates during the option period, the seller keeps it — that is what the fee bought. If the sale closes, the fee is credited to the sales price, so the buyer effectively gets it back at the closing table. Earnest money is the refundable deposit.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do you get the option fee back at closing in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Effectively, yes. Paragraph 5A(4) of TREC form 20-19 states the option fee will be credited to the Sales Price at closing, so it appears as a credit on the buyer's side of the settlement statement and reduces the cash needed at the table. It is a credit, not a refund.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the difference between the option fee and earnest money in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The option fee buys the unrestricted right to terminate and becomes the seller's money. Earnest money is a good-faith deposit that stays the buyer's money in escrow. Paragraph 5B of TREC form 20-19 says that on a timely termination the option fee will not be refunded and any earnest money will be refunded to the buyer.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can the seller receive the option fee before closing in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. In paragraph 5A(4) the buyer authorizes the escrow agent to release and deliver the option fee to the seller at any time without further notice to or consent from the buyer. Earnest money cannot be released that way — it requires mutual agreement or a court order.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if the option fee is delivered late or left blank in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Either one forfeits the termination right. Paragraph 5D of TREC form 20-19 states that if no dollar amount is stated as the option fee, or if the buyer fails to deliver it within the time required, the buyer shall not have the unrestricted right to terminate under paragraph 5. Paragraph 5E adds that time is of the essence.""
      }
    }
  ]
}"
"moving-from-austin-to-boerne","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What should I know about moving from Austin to Boerne?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Boerne is in Kendall County, not Travis County: a different appraisal district (Kendall Appraisal District), a different school district (Boerne ISD), and a different water picture. It sits about 31 miles northwest of San Antonio on Interstate 10, a 30 to 45 minute drive downtown depending on traffic.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What county is Boerne, Texas in?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Boerne is the county seat of Kendall County. It is not in Bexar County and not in the City of San Antonio, so San Antonio ordinances do not apply. Property is appraised by Kendall Appraisal District, which is where homestead exemptions are filed and protests are heard.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Are Boerne ISD schools rated well?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Boerne ISD earned an A rating from the Texas Education Agency for six consecutive years, including the 2024 and 2025 rating years, scoring 92 points in the 2024-2025 ratings with 20 distinction designations. Not every campus rated A, so check the specific campus that serves a specific address.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Where does Boerne get its water?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""From three sources: Canyon Lake surface water purchased through the Guadalupe-Blanco River Authority, Boerne City Lake, and local wells in the Trinity Group aquifers. Groundwater in Kendall County is regulated by the Cow Creek Groundwater Conservation District, which sets drought stages. Check ccgcd.org for the current stage.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How far is Boerne from San Antonio?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""About 31 miles northwest of San Antonio via Interstate 10, roughly a 30 to 45 minute drive to downtown San Antonio depending on traffic. Boerne's practical orientation is toward San Antonio for medical care, the airport and major shopping.""
      }
    }
  ]
}"
"moving-from-california-to-the-texas-hill-country","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What should I know about moving from California to the Texas Hill Country?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas has no state individual income tax, and it funds local government largely through property tax instead. Texas property is reappraised at market value every year, unlike California under Proposition 13. In Boerne, Boerne ISD's 2025 rate was 1.0109 and the City of Boerne's was 0.4716 per $100 of taxable value.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How is Texas property tax different from California property tax?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas appraisal districts value property at market value and reappraise it annually. California's Proposition 13 limits reassessment. Once a Texas homestead exemption is in place there is a 10% per-year cap on the increase in net appraised value, but the cap limits how fast the value climbs, not where it ends up.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What are the property tax rates in Boerne, Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""For 2025, per $100 of taxable value, a home inside the Boerne city limits in Boerne ISD sat under Boerne ISD 1.0109, City of Boerne 0.4716 and Kendall County 0.377 — a combined 1.8595 before any special district and before exemptions. Comfort ISD's 2025 rate was 0.9328. Some parcels also carry Kendall County MUD, Miralomas MUD, Cow Creek Groundwater Conservation District or Kendall County WCID #1, so pull the entity list for the specific parcel from Kendall Appraisal District.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When can I claim a homestead exemption after moving to Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""You must have owned and occupied the home as your principal residence on January 1 of the tax year. A buyer who closes in February does not get the exemption that year and receives it the following year. The application deadline is before May 1, and the form is filed with the appraisal district, not by the title company.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How much is the Texas school homestead exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""School districts must grant a $140,000 residence homestead exemption, raised from $100,000 by Proposition 13, approved by Texas voters in November 2025 and implemented by SB 4 of the 89th Legislature, effective for tax year 2026. Owners age 65 or older, or disabled, receive an additional $60,000 from the school district.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the sales tax rate in Boerne, Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""8.25% total, which is the Texas maximum: 6.25% state, 1.50% City of Boerne and 0.50% Kendall County. Hotel occupancy tax on short-term stays runs 13% total, 6% state plus 7% city.""
      }
    }
  ]
}"
"should-i-buy-in-boerne-city-limits-or-unincorporated-kendall-county","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""Should I buy inside Boerne city limits or in unincorporated Kendall County?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Inside the city limits you get City of Boerne utilities and ordinances and pay the city's 0.4716 rate. Unincorporated means well and septic, no city rate, and fewer local rules — except in Boerne's ETJ, where the city still regulates platting and some ordinances, such as short-term rentals, still reach you.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What does Boerne's ETJ control?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The extraterritorial jurisdiction is unincorporated area outside the city limits where the city keeps regulatory authority, notably subdivision platting under Texas Local Government Code Chapter 42. Boerne's short-term rental ordinance also reaches the ETJ, although the STR safety inspection requirement does not apply there.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do I still pay school and county taxes outside Boerne city limits?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. Only the City of Boerne rate of 0.4716 drops off. Kendall County at 0.377 and the school district still apply, plus any special district such as Kendall County MUD, Miralomas MUD, Kendall County WCID #1 or the Cow Creek Groundwater Conservation District. Confirm the entity list per parcel with Kendall Appraisal District.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What extra diligence does an unincorporated Kendall County property need?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A tested well yield, well depth, casing and pump condition, septic type, capacity and permit history, any shared well or shared road agreement, groundwater district permitting and pumping limits, and the recorded deed restrictions. A standard home inspection does not cover the well or certify the septic system.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens to an agricultural valuation if I build on unincorporated acreage?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Changing the use of land under 1-d-1 open-space appraisal triggers a three-year rollback tax equal to the difference between taxes paid on agricultural value and taxes that would have been paid on market value. Ask Kendall Appraisal District whether the valuation survives your intended use and a CPA what the rollback would cost.""
      }
    }
  ]
}"
"texas-disabled-veteran-property-tax-exemption","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the Texas disabled veteran property tax exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas gives disabled veterans a fixed dollar exemption off one property's appraised value, scaled to the VA disability rating and starting at $5,000 for a 10-29% rating. A veteran rated 100% disabled, or determined individually unemployable, gets a total exemption on their residence homestead under Tax Code 11.131.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does individual unemployability qualify for the Texas 100 percent veteran exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. Under Tax Code 11.131, a veteran qualifies on either a 100 percent disability rating or a VA determination of individual unemployability. It is one or the other, not both. Veterans compensated at the 100 percent rate through unemployability often assume incorrectly that they do not qualify.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How late can a Texas disabled veteran file for the exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The application is Form 50-114 with an ordinary April 30 deadline, but the 100 percent disabled veteran exemption may be filed up to five years after the delinquency date for the taxes in question. The appraisal district can say which years remain open on an account.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can a surviving spouse keep the disabled veteran exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes, if the spouse has not remarried, the property was the veteran's residence homestead at death, and it remains the spouse's homestead. If the surviving spouse moves, the exemption is capped at the dollar value of the last year's exemption on the prior home rather than being a full exemption on the new one.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What are the Texas disabled veteran exemption amounts by rating?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Under Texas Tax Code 11.22(a): a rating of at least 10 percent but less than 30 percent gets $5,000; at least 30 but less than 50 percent gets $7,500; at least 50 but less than 70 percent gets $10,000; and 70 percent or more gets $12,000. The exemption applies to one property the veteran designates.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the partial disabled veteran exemption apply to more than one property?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The partial exemption under Tax Code 11.22 is a fixed dollar amount off the appraised value of one property the veteran owned on January 1, and it applies to that same property across all taxing units. The applicant must be a Texas resident to qualify for a homestead exemption.""
      }
    }
  ]
}"
"texas-over-65-property-tax-exemption-and-school-tax-ceiling","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is the Texas over-65 property tax exemption and school tax ceiling?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Texas homeowners 65 or older get an additional $60,000 school district homestead exemption on top of the general $140,000, plus a school tax ceiling that freezes school taxes at the amount for the year they qualified. Moving transfers the ceiling as a percentage, not a dollar amount, and only if you file for it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How much is the Texas over-65 exemption?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""School districts must grant an additional $60,000 residence homestead exemption to owners 65 or older or disabled, on top of the general $140,000 school district exemption for 2026. Other taxing units may adopt a local option exemption of at least $3,000 for the same group.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the Texas school tax ceiling transfer if I move?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes, but as a percentage rather than a dollar amount, and only if you file for it. Request a tax ceiling certificate, Form 50-311, from the old appraisal district, file it with the new district, and file a new homestead application including the age-65 exemption.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does the over-65 ceiling freeze my whole tax bill?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The mandatory ceiling covers the school district portion. City, county and special district freezes are local options that not every entity adopts. A total bill can still rise when a non-frozen entity raises its rate.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can the over-65 tax ceiling ever go up?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The ceiling can be raised to account for new improvements to the property, such as added square footage or a new structure. Ordinary repairs and maintenance are treated differently. The appraisal district decides how a specific project is classified.""
      }
    }
  ]
}"
"what-are-property-taxes-like-in-boerne","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What are property taxes like in Boerne, Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""For a home inside Boerne city limits in Boerne ISD, the 2025 adopted rates per $100 of taxable value were Boerne ISD 1.0109, City of Boerne 0.4716 and Kendall County 0.377, plus any special district on the parcel. Boerne files with Kendall Appraisal District, not Bexar CAD.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the Kendall County property tax rate?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Kendall County adopted 0.377 per $100 of taxable value for 2025, made up of 0.317976 maintenance and operations plus 0.059024 debt. That was a decrease from 0.3827 in 2024 and was adopted at the August 26, 2025 Commissioners Court meeting against a no-new-revenue rate of 0.373981.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Which taxing entities can appear on a Kendall County tax bill?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Kendall Appraisal District lists Boerne ISD, Comfort ISD, the City of Boerne, Kendall County, Kendall County MUD, Miralomas MUD, the Cow Creek Groundwater Conservation District and Kendall County WCID #1. The exact set varies by parcel, so pull the entity list for the specific address.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Where do I file a homestead exemption for a Boerne home?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Kendall Appraisal District at kendallad.org, not Bexar CAD. The filing deadline is before May 1, and you must have owned and occupied the home as your principal residence on January 1 of the tax year. School districts must grant a $140,000 residence homestead exemption effective for tax year 2026.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When is the deadline to protest a Boerne property appraisal?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""May 15, or 30 days after the appraisal district mails the notice of appraised value, whichever is later. The clock runs from the mailing date. Comptroller Form 50-132 is the notice of protest form, and the appraisal review board must give at least 15 days notice of the hearing.""
      }
    }
  ]
}"
"what-are-the-2026-loan-limits-in-kendall-county","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What are the 2026 conforming and FHA loan limits in Kendall County, Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""For 2026 the conforming one-unit baseline is $832,750, with a high-cost ceiling of $1,249,125. FHA's nationwide one-unit floor is $541,287 and ceiling $1,249,125. Kendall County sits in the San Antonio-New Braunfels MSA, whose 2026 FHA one-unit limit is reported at $557,750 — confirm it on HUD's lookup. VA has no limit on full entitlement.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is the 2026 conforming loan limit for a one-unit property?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""$832,750, up $26,250 from 2025's $806,500, with a high-cost area ceiling of $1,249,125. FHFA announced the values after third-quarter 2025 house price index data showed prices up 3.26 percent year over year. The baseline is the figure a Kendall County buyer plans against; the ceiling applies only in areas FHFA designates as high-cost.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When do 2026 FHA loan limits take effect?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Per Mortgagee Letter 2025-23, the 2026 FHA limits apply to case numbers assigned January 1 through December 31, 2026. The trigger is the case number assignment date, not the contract date or the closing date, so a case number assigned in December 2025 falls under the 2025 limit.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if my loan is above the conforming limit?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""It becomes a jumbo loan. Fannie Mae and Freddie Mac will not buy it, so the individual lender or its private investor sets the down payment, reserve, credit and rate terms. Jumbo terms vary far more between lenders than conforming terms, because there is no common agency rulebook.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does a loan limit cap what house I can buy?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. A loan limit is a threshold in the loan amount, not the purchase price, and it governs whether the loan is agency-eligible rather than what a buyer can afford. A purchase above the limit can still be a conforming loan if the down payment brings the loan amount under it.""
      }
    }
  ]
}"
"what-credit-score-do-i-need-to-buy-a-house-in-texas","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What credit score do I need to buy a house in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""There is no single number. Each loan program sets an agency minimum, and then the individual lender adds its own stricter overlay — the overlay is what you actually have to meet. Score also prices the loan and the mortgage insurance, not just approval. Get a real preapproval from a lender who pulls credit and reads your income documents.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What is a lender overlay?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""An overlay is a requirement a lender adds on top of the agency program minimum, based on its own risk tolerance and investor relationships. Overlays are not published and vary between lenders. The overlay at the lender you apply with is the standard your file actually has to meet.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Which credit score do mortgage lenders use?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Lenders pull a tri-merge report from all three bureaus, each with its own score, and standard practice is to use the middle of the three. On a joint application the lower borrower's middle score typically governs. The free score in a banking app is usually not the score that decides the loan.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Does a higher credit score do anything besides get me approved?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. Score is primarily a pricing input. It affects the interest rate or closing costs through loan-level pricing adjustments on conventional loans, and it affects what private mortgage insurance costs. Two approvals on the same purchase can carry meaningfully different monthly payments.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What makes a preapproval strong in a Texas offer?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A preapproval where the lender has pulled credit, read income and asset documents, and run automated underwriting. An underwritten preapproval reviewed by a human underwriter is stronger still. The listing side weighs that letter together with the Third Party Financing Addendum, TREC form 40-11, effective 01/03/2025.""
      }
    }
  ]
}"
"what-does-the-effective-date-mean-in-a-texas-contract","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What does the effective date mean in a Texas real estate contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""The effective date is the date the last party signs the contract and that signature is delivered. It is day zero. Every other deadline in a Texas contract counts from it: the option fee delivery, the option period, the financing deadline, title objections and the closing date. A wrong effective date makes every one of them wrong.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is the effective date the date the buyer signed the offer?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The effective date requires the last party to sign and that final signature to be delivered. The date the offer was written, the date it was emailed, a verbal acceptance, and the date earnest money was wired are all commonly mistaken for it and none of them are it.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Which Texas contract deadlines run from the effective date?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 5A requires the earnest money and option fee within 3 days after the Effective Date. Paragraph 5B counts the option period in days after the Effective Date, ending at 5:00 p.m. local time. Paragraph 6C sets the survey election days, Paragraph 7B the seller's disclosure delivery days, Paragraph 6D the title objection window, plus the financing deadline and closing.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if the effective date is left blank on a Texas contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No deadline can be computed. In practice the option fee gets delivered late, and Paragraph 5D states that if no dollar amount is stated as the option fee, or the buyer fails to deliver it within the time required, the buyer does not have the unrestricted right to terminate. Paragraph 5E adds that time is of the essence and strict compliance is required.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can you change the effective date on a Texas contract?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Changing a date on an executed contract changes a contract term, which requires an Amendment to Contract, TREC form 39-11, signed by every party and delivered. Backdating an effective date is a misstatement on an executed contract, not a scheduling convenience. If deadlines have already run, consult a Texas real estate attorney.""
      }
    }
  ]
}"
"what-happens-at-a-texas-closing","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What happens at a Texas real estate closing?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""At a Texas closing the title company acts as escrow agent. The parties sign the deed, note and closing disclosure, the buyer wires funds, the lender funds the loan, and the title company records the deed. Signing is not closing — the deal closes when it funds and records. No attorney is required.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is signing the same as closing in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Signing is the execution of documents. Closing is funding and recording. Funds are not disbursed and documents are not recorded until the title company has received all required items, so a file can sit fully signed and still not be closed.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Do you need a lawyer to close on a house in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. The title company acts as escrow agent, runs the title search, issues the commitment and policy, prepares closing documents and disburses funds. Hiring an attorney is optional, and worth it for title defects, probate or estate sales, entity purchases, boundary disputes or custom contract language.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""When do you get the keys in Texas?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""At closing and funding, per the contract, not at the signing appointment. If the parties want possession on a different schedule, that is a written agreement, such as a promulgated temporary residential lease.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What happens if a Texas home is damaged before closing?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Under paragraph 14 of TREC form 20-19 the seller must restore the property by the Closing Date. If the seller cannot due to factors beyond the seller's control, the buyer may terminate and have the earnest money refunded, extend the time for performance up to 15 days, or accept the property damaged with an assignment of insurance proceeds plus a credit from the seller at closing in the amount of the deductible.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""How are property taxes handled at a Texas closing?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Paragraph 13 of TREC form 20-19 prorates taxes for the current year, interest, rents and regular periodic maintenance fees, assessments and dues through the Closing Date. The proration may account for a change in exemptions, and if the actual taxes differ from the amount prorated, the parties adjust once the current year's tax statements are available.""
      }
    }
  ]
}"
"what-is-a-1031-exchange","{
  ""@context"": ""https://schema.org"",
  ""@type"": ""FAQPage"",
  ""mainEntity"": [
    {
      ""@type"": ""Question"",
      ""name"": ""What is a 1031 exchange?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""A 1031 exchange lets an owner defer capital gain on real property held for productive use in a trade or business or for investment by exchanging it for like-kind real property. You have 45 days to identify replacement property in writing and 180 days to receive it. A personal residence does not qualify.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""What are the 45-day and 180-day 1031 deadlines?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Both run from the transfer of the relinquished property. Replacement property must be identified within 45 days in writing, signed and delivered to a person involved in the exchange such as the qualified intermediary. The replacement property must be received within 180 days, or by the due date of the tax return including extensions, whichever is earlier.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Why does a late-in-the-year closing threaten a 1031 exchange?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Because the receipt deadline is 180 days or the tax return due date including extensions, whichever is earlier. If the relinquished property closes in November, the return due date can arrive before the 180th day and cut the exchange period short. A CPA handles this before the deadline, usually with an extension.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Can I do a 1031 exchange on my home?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""No. Section 1031 applies to real property held for productive use in a trade or business or for investment. A personal residence does not qualify. Since the Tax Cuts and Jobs Act, Section 1031 also applies only to real property, not to personal or intangible property.""
      }
    },
    {
      ""@type"": ""Question"",
      ""name"": ""Is there a TREC form for a 1031 exchange?"",
      ""acceptedAnswer"": {
        ""@type"": ""Answer"",
        ""text"": ""Yes. TREC publishes an Addendum for Section 1031 Exchange, form 60-0, effective 01/03/2025. It puts the other party on notice that the transaction is part of an exchange, but it does not replace the exchange documents prepared by the qualified intermediary. The exchange itself is reported to the IRS on Form 8824.""
      }
    }
  ]
}"
